,time,money
241,2018-05-01,16.82
242,2018-05-01,84.74
243,2018-05-01,500.0
244,2018-05-01,0.0
245,2018-05-01,48.57
246,2018-05-01,0.0
247,2018-05-01,80.0
248,2018-05-01,16.0
249,2018-05-01,3.0
250,2018-05-01,34.15
251,2018-05-01,43.57
252,2018-05-01,3.12
253,2018-05-01,97.2
254,2018-05-01,256.29
255,2018-05-01,27.65
256,2018-05-01,30.38
257,2018-05-01,95.77
258,2018-05-01,50.0
259,2018-05-01,388.36
260,2018-05-01,18.2
261,2018-05-01,47.13
262,2018-05-01,1.48
263,2018-05-01,1.96
264,2018-05-01,12.24
265,2018-05-01,16.0
266,2018-05-01,37.05
267,2018-05-01,13.0
268,2018-05-01,80.57
269,2018-05-01,61.9
270,2018-05-01,98.24
271,2018-05-01,58.9
272,2018-05-01,20.16
273,2018-05-01,27.8
274,2018-05-01,11.0
275,2018-05-01,42.0
276,2018-05-01,22.48
277,2018-05-01,0.0
278,2018-05-01,371.12
279,2018-05-01,240.48
280,2018-05-01,84.4
281,2018-05-01,7.0
282,2018-05-01,82.43
283,2018-05-01,138.7
284,2018-05-01,18.0
285,2018-05-01,68.25
286,2018-05-01,156.8
287,2018-05-01,20.8
288,2018-05-01,54.65
289,2018-05-01,61.47
290,2018-05-01,315.63
291,2018-05-01,89.47
292,2018-05-01,10.0
293,2018-05-01,12.5
294,2018-05-01,10.0
295,2018-05-01,1.8
296,2018-05-01,38.1
297,2018-05-01,55.2
298,2018-05-01,252.74
299,2018-05-01,70.14
300,2018-05-01,267.62
301,2018-05-01,39.82
302,2018-05-01,0.0
303,2018-05-01,84.0
304,2018-05-01,410.19
305,2018-05-01,45.24
306,2018-05-01,101.08
307,2018-05-01,15.0
308,2018-05-01,14.24
309,2018-05-01,248.32
310,2018-05-01,57.91
311,2018-05-01,62.49
312,2018-05-01,18.0
313,2018-05-01,86.2
314,2018-05-01,168.8
315,2018-05-01,118.56
316,2018-05-01,119.0
317,2018-05-01,180.0
318,2018-05-01,14.0
319,2018-05-01,28.92
320,2018-05-01,247.49
321,2018-05-01,26.08
322,2018-05-01,19.72
323,2018-05-01,84.48
324,2018-05-01,3505.46
325,2018-05-01,151.28
326,2018-05-01,102.34
327,2018-05-01,68.65
328,2018-05-01,179.58
329,2018-05-01,172.87
330,2018-05-01,49.7
331,2018-05-01,0.0
332,2018-05-01,33.08
333,2018-05-01,137.4
334,2018-05-01,10.0
335,2018-05-01,211.85
336,2018-05-01,27.82
337,2018-05-01,0.0
338,2018-05-01,6165.23
339,2018-05-01,5.0
340,2018-05-01,32.5
341,2018-05-01,7.0
342,2018-05-01,175.84
343,2018-05-01,6.91
344,2018-05-01,710.0
345,2018-05-01,0.0
346,2018-05-01,215.24
347,2018-05-01,90.91
348,2018-05-01,433.8
349,2018-05-01,260.0
350,2018-05-01,28.46
351,2018-05-01,36.0
352,2018-05-01,308.46
353,2018-05-01,113.06
354,2018-05-01,61.91
355,2018-05-01,215.76
356,2018-05-01,12.0
357,2018-05-01,297.2
358,2018-05-01,30.0
359,2018-05-01,73.21
360,2018-05-01,38.0
361,2018-05-01,9.9
362,2018-05-01,117.0
363,2018-05-01,130.0
364,2018-05-01,0.0
365,2018-05-01,218.38
366,2018-05-01,12.0
367,2018-05-01,4.0
368,2018-05-01,129.94
369,2018-05-01,10.28
370,2018-05-01,13.06
371,2018-05-01,855.22
372,2018-05-01,37.78
373,2018-05-01,48.53
374,2018-05-01,0.79
375,2018-05-01,5.42
376,2018-05-01,248.98
377,2018-05-01,50.0
378,2018-05-01,45.55
379,2018-05-01,44.9
380,2018-05-01,7.28
381,2018-05-01,101.41
382,2018-05-01,17.5
383,2018-05-01,78.57
384,2018-05-01,108.4
385,2018-05-01,64.35
386,2018-05-01,17.53
387,2018-05-01,7.16
388,2018-05-01,72.41
389,2018-05-01,108.59
390,2018-05-01,6.76
391,2018-05-01,12.48
392,2018-05-01,45.4
393,2018-05-01,4.68
394,2018-05-01,50.0
395,2018-05-01,50.0
396,2018-05-01,117.58
397,2018-05-01,10.2
398,2018-05-01,14.0
399,2018-05-01,47.0
400,2018-05-01,0.8
401,2018-05-01,203.8
402,2018-05-01,0.0
403,2018-05-01,112.21
404,2018-05-01,2.0
405,2018-05-01,2.0
406,2018-05-01,14.0
407,2018-05-01,50.0
408,2018-05-01,46.38
409,2018-05-01,14.0
410,2018-05-01,19.58
411,2018-05-01,61.91
412,2018-05-01,230.52
413,2018-05-01,64.38
414,2018-05-01,39.6
415,2018-05-01,84.0
416,2018-05-01,144.2
417,2018-05-01,275.46
418,2018-05-01,292.6
419,2018-05-01,146.0
420,2018-05-01,54.8
421,2018-05-01,0.74
422,2018-05-01,18.0
423,2018-05-01,13.0
424,2018-05-01,266.0
425,2018-05-01,108.17
426,2018-05-01,50.0
427,2018-05-01,0.0
428,2018-05-01,14.0
429,2018-05-01,13.0
430,2018-05-01,239.22
431,2018-05-01,55.0
432,2018-05-01,68.92
433,2018-05-01,17.45
434,2018-05-01,61.6
435,2018-05-01,56.29
436,2018-05-01,32.11
437,2018-05-01,31.52
438,2018-05-01,3.0
439,2018-05-01,236.41
440,2018-05-01,68.85
441,2018-05-01,54.0
442,2018-05-01,262.46
443,2018-05-01,56.42
444,2018-05-01,4.5
445,2018-05-01,25.77
446,2018-05-01,60.0
447,2018-05-01,163.11
448,2018-05-01,12.0
449,2018-05-01,132.3
450,2018-05-01,12.5
451,2018-05-01,127.9
452,2018-05-01,190.81
453,2018-05-01,30.0
454,2018-05-01,72.36
455,2018-05-01,8.61
456,2018-05-01,162.5
457,2018-05-01,30.89
458,2018-05-01,89.8
459,2018-05-01,7.0
460,2018-05-01,22.74
461,2018-05-01,0.0
462,2018-05-01,35.0
463,2018-05-01,170.0
464,2018-05-01,190.27
465,2018-05-01,188.86
466,2018-05-01,703.88
467,2018-05-01,58.73
468,2018-05-01,137.15
469,2018-05-01,14.64
470,2018-05-01,210.49
471,2018-05-01,206.25
472,2018-05-01,85.32
473,2018-05-01,74.7
474,2018-05-01,17.5
475,2018-05-01,14.0
476,2018-05-01,0.0
477,2018-05-01,315.0
478,2018-05-01,18.0
479,2018-05-01,294.7
480,2018-05-01,144.97
481,2018-05-01,66.24
482,2018-05-01,12.0
483,2018-05-01,27.4
484,2018-05-01,31.55
485,2018-05-01,10.0
486,2018-05-01,2426.16
487,2018-05-01,320.0
488,2018-05-01,8.0
489,2018-05-01,56.2
490,2018-05-01,0.46
491,2018-05-01,9.0
492,2018-05-01,23.3
493,2018-05-01,31.0
494,2018-05-01,4.78
495,2018-05-01,159.58
496,2018-05-01,59.99
497,2018-05-01,160.0
498,2018-05-01,38.8
499,2018-05-01,75.5
500,2018-05-01,20.38
501,2018-05-01,70.0
502,2018-05-01,12.0
503,2018-05-01,556.52
504,2018-05-01,3.0
505,2018-05-01,50.4
506,2018-05-01,0.0
507,2018-05-01,0.0
508,2018-05-01,81.0
509,2018-05-01,0.0
510,2018-05-01,50.0
511,2018-05-01,30.0
512,2018-05-01,13.2
513,2018-05-01,19.72
514,2018-05-01,10.0
515,2018-05-01,40.34
516,2018-05-01,47.8
517,2018-05-01,49.41
518,2018-05-01,62.07
519,2018-05-01,14.0
520,2018-05-01,0.0
521,2018-05-01,14.0
522,2018-05-01,560.33
523,2018-05-01,14.0
524,2018-05-01,4.35
525,2018-05-01,3.0
526,2018-05-01,0.0
527,2018-05-01,675.0
528,2018-05-01,4.8
529,2018-05-01,22.77
530,2018-05-01,14.0
531,2018-05-01,160.0
532,2018-05-01,12.0
533,2018-05-01,24.0
534,2018-05-01,15.86
535,2018-05-01,44.6
536,2018-05-01,2.34
537,2018-05-01,72.11
538,2018-05-01,3.0
539,2018-05-01,45.67
540,2018-05-01,156.8
541,2018-05-01,13.1
542,2018-05-01,137.48
543,2018-05-01,0.0
544,2018-05-01,14.0
545,2018-05-01,0.0
546,2018-05-01,0.0
547,2018-05-01,157.66
548,2018-05-01,37.7
549,2018-05-01,44.6
550,2018-05-01,14.0
551,2018-05-01,44.0
552,2018-05-01,55.93
553,2018-05-01,60.35
554,2018-05-01,22.0
555,2018-05-01,3.0
556,2018-05-01,10.8
557,2018-05-01,12.0
558,2018-05-01,45.0
559,2018-05-01,13.1
560,2018-05-01,1.8
561,2018-05-01,12.0
562,2018-05-01,48.8
563,2018-05-01,2.52
564,2018-05-01,1392.18
565,2018-05-01,13.0
566,2018-05-01,170.0
567,2018-05-01,84.18
568,2018-05-01,6.67
569,2018-05-01,138.68
570,2018-05-01,31.85
571,2018-05-01,110.22
572,2018-05-01,37.16
573,2018-05-01,247.05
574,2018-05-01,8.93
575,2018-05-01,1833.03
576,2018-05-01,9.56
577,2018-05-01,54.9
578,2018-05-01,0.0
579,2018-05-01,16.69
580,2018-05-01,51.5
581,2018-05-01,1.5
582,2018-05-01,0.0
583,2018-05-01,428.0
584,2018-05-01,758.3
585,2018-05-01,12.0
586,2018-05-01,75.28
587,2018-05-01,39.84
588,2018-05-01,14.66
589,2018-05-01,120.66
590,2018-05-01,0.0
591,2018-05-01,4.0
592,2018-05-01,12.0
593,2018-05-01,280.68
594,2018-05-01,123.65
595,2018-05-01,38.4
596,2018-05-01,50.5
597,2018-05-01,137.9
598,2018-05-01,16.0
599,2018-05-01,18.0
600,2018-05-01,78.19
601,2018-05-01,38.5
602,2018-05-01,131.3
603,2018-05-01,35.0
604,2018-05-01,3790.9
605,2018-05-01,89.16
606,2018-05-01,3.39
607,2018-05-01,2.36
608,2018-05-01,18.0
609,2018-05-01,29.03
610,2018-05-01,215.89
611,2018-05-01,0.0
612,2018-05-01,9.34
613,2018-05-01,255.2
614,2018-05-01,213.9
615,2018-05-01,0.0
616,2018-05-01,12.0
617,2018-05-01,101.32
618,2018-05-01,55.2
619,2018-05-01,293.5
620,2018-05-01,440.0
621,2018-05-01,119.0
622,2018-05-01,134.23
623,2018-05-01,16.0
624,2018-05-01,126.3
625,2018-05-01,128.35
626,2018-05-01,42.77
627,2018-05-01,57.3
628,2018-05-01,12.0
629,2018-05-01,932.6
630,2018-05-01,18.0
631,2018-05-01,19.46
632,2018-05-01,12.0
633,2018-05-01,34.32
634,2018-05-01,100.3
635,2018-05-01,0.0
636,2018-05-01,86.56
637,2018-05-01,50.0
638,2018-05-01,1.32
639,2018-05-01,198.08
640,2018-05-01,64.18
641,2018-05-01,50.0
642,2018-05-01,18.0
643,2018-05-01,36.0
644,2018-05-01,175.22
645,2018-05-01,132.0
646,2018-05-01,0.0
647,2018-05-01,10.5
648,2018-05-01,177.85
649,2018-05-01,58.9
650,2018-05-01,18.0
651,2018-05-01,96.58
652,2018-05-01,32.2
653,2018-05-01,84.0
654,2018-05-01,306.0
655,2018-05-01,51.56
656,2018-05-01,37.66
657,2018-05-01,22.3
658,2018-05-01,68.05
659,2018-05-01,3.0
660,2018-05-01,142.2
661,2018-05-01,156.0
662,2018-05-01,59.4
663,2018-05-01,49.66
664,2018-05-01,6.07
665,2018-05-01,220.7
666,2018-05-01,28.26
667,2018-05-01,164.01
668,2018-05-01,29.2
669,2018-05-01,16.0
670,2018-05-01,241.0
671,2018-05-01,50.37
672,2018-05-01,10.3
673,2018-05-01,109.9
674,2018-05-01,18.0
675,2018-05-01,184.68
676,2018-05-01,6.5
677,2018-05-01,54.78
678,2018-05-01,48.64
679,2018-05-01,10.99
680,2018-05-01,40.2
681,2018-05-01,137.36
682,2018-05-01,2.9
683,2018-05-01,0.0
684,2018-05-01,10.0
685,2018-05-01,14.4
686,2018-05-01,4.68
687,2018-05-01,3.0
688,2018-05-01,0.0
689,2018-05-01,0.0
690,2018-05-01,7.87
691,2018-05-01,16.0
692,2018-05-01,10.0
693,2018-05-01,125.0
694,2018-05-01,363.93
695,2018-05-01,1.49
696,2018-05-01,62.22
697,2018-05-01,16.2
698,2018-05-01,159.56
699,2018-05-01,0.0
700,2018-05-01,15.0
701,2018-05-01,0.0
702,2018-05-01,29.9
703,2018-05-01,22.0
704,2018-05-01,40.36
705,2018-05-01,0.0
706,2018-05-01,45.33
707,2018-05-01,2.77
708,2018-05-01,3.35
709,2018-05-01,133.59
710,2018-05-01,0.0
711,2018-05-01,65.4
712,2018-05-01,66.14
713,2018-05-01,46.6
714,2018-05-01,4.04
715,2018-05-01,55.42
716,2018-05-01,1280.66
717,2018-05-01,18.0
718,2018-05-01,113.37
719,2018-05-01,129.0
720,2018-05-01,167.2
721,2018-05-01,48.9
722,2018-05-01,103.39
723,2018-05-01,52.55
724,2018-05-01,60.0
725,2018-05-01,32.0
726,2018-05-01,0.0
727,2018-05-01,2.0
728,2018-05-01,504.9
729,2018-05-01,118.12
730,2018-05-01,3.5
731,2018-05-01,10.27
732,2018-05-01,0.0
733,2018-05-01,19.4
734,2018-05-01,66.0
735,2018-05-01,95.0
736,2018-05-01,2232.72
737,2018-05-01,14.7
738,2018-05-01,63.23
739,2018-05-01,20.17
740,2018-05-01,12.84
741,2018-05-01,0.0
742,2018-05-01,69.02
743,2018-05-01,261.2
744,2018-05-01,78.35
745,2018-05-01,10.08
746,2018-05-01,65.0
747,2018-05-01,313.21
748,2018-05-01,35.0
749,2018-05-01,16.44
750,2018-05-01,124.75
751,2018-05-01,20.24
752,2018-05-01,112.6
753,2018-05-01,80.0
754,2018-05-01,70.65
755,2018-05-01,0.0
756,2018-05-01,0.0
757,2018-05-01,204.94
758,2018-05-01,36.04
759,2018-05-01,49.38
760,2018-05-01,37.66
761,2018-05-01,94.11
762,2018-05-01,268.0
763,2018-05-01,159.98
764,2018-05-01,6.0
765,2018-05-01,92.52
766,2018-05-01,147.7
767,2018-05-01,116.89
768,2018-05-01,0.0
769,2018-05-01,10.0
770,2018-05-01,170.0
771,2018-05-01,20.08
772,2018-05-01,85.7
773,2018-05-01,22.8
774,2018-05-01,4.41
775,2018-05-01,0.0
776,2018-05-01,27.5
777,2018-05-01,8.0
778,2018-05-01,10.0
779,2018-05-01,72.44
780,2018-05-01,5.6
781,2018-05-01,137.36
782,2018-05-01,455.93
783,2018-05-01,18.0
784,2018-05-01,5.12
785,2018-05-01,60.0
786,2018-05-01,11.0
787,2018-05-01,0.0
788,2018-05-01,30.97
789,2018-05-01,256.89
790,2018-05-01,153.2
791,2018-05-01,65.53
792,2018-05-01,43.34
793,2018-05-01,33.68
794,2018-05-01,14.3
795,2018-05-01,144.8
796,2018-05-01,13.0
797,2018-05-01,41.51
798,2018-05-01,75.8
799,2018-05-01,21.0
800,2018-05-01,93.3
801,2018-05-01,122.75
802,2018-05-01,0.0
803,2018-05-01,68.29
804,2018-05-01,3.0
805,2018-05-01,20.3
806,2018-05-01,2401.58
807,2018-05-01,183.84
808,2018-05-01,125.39
809,2018-05-01,22.35
810,2018-05-01,34.6
811,2018-05-01,26.9
812,2018-05-01,185.82
813,2018-05-01,55.2
814,2018-05-01,72.6
815,2018-05-01,0.0
816,2018-05-01,23.08
817,2018-05-01,199.19
818,2018-05-01,98.65
819,2018-05-01,0.0
820,2018-05-01,23.1
821,2018-05-01,78.4
822,2018-05-01,169.04
823,2018-05-01,67.36
824,2018-05-01,12.0
825,2018-05-01,18.0
826,2018-05-01,408.25
827,2018-05-01,4.61
828,2018-05-01,19.12
829,2018-05-01,5.6
830,2018-05-01,7.06
831,2018-05-01,14.4
832,2018-05-01,118.94
833,2018-05-01,50.91
834,2018-05-01,121.96
835,2018-05-01,9.3
836,2018-05-01,1168.81
837,2018-05-01,24.11
838,2018-05-01,18.68
839,2018-05-01,112.14
840,2018-05-01,8.17
841,2018-05-01,3.66
842,2018-05-01,12.5
843,2018-05-01,4.07
844,2018-05-01,20.61
845,2018-05-01,3.5
846,2018-05-01,119.4
847,2018-05-01,234.62
848,2018-05-01,56.0
849,2018-05-01,40.57
850,2018-05-01,46.0
851,2018-05-01,29.39
852,2018-05-01,97.86
853,2018-05-01,55.2
854,2018-05-01,189.16
855,2018-05-01,238.2
856,2018-05-01,13.0
857,2018-05-01,7.0
858,2018-05-01,9.0
859,2018-05-01,60.0
860,2018-05-01,10.83
861,2018-05-01,43.54
862,2018-05-01,6.0
863,2018-05-01,120.0
864,2018-05-01,165.0
865,2018-05-01,209.5
866,2018-05-01,22.0
867,2018-05-01,44.58
868,2018-05-01,490.5
869,2018-05-01,1757.87
870,2018-05-01,22.0
871,2018-05-01,12.0
872,2018-05-01,134.92
873,2018-05-01,154.18
874,2018-05-01,87.02
875,2018-05-01,8.49
876,2018-05-01,9.0
877,2018-05-01,158.8
878,2018-05-01,17.0
879,2018-05-01,3.24
880,2018-05-01,50.04
881,2018-05-01,71.68
882,2018-05-01,988.18
883,2018-05-01,13.0
884,2018-05-01,6.29
885,2018-05-01,49.8
886,2018-05-01,81.0
887,2018-05-01,116.23
888,2018-05-01,11.0
889,2018-05-01,13.0
890,2018-05-01,12.5
891,2018-05-01,119.5
892,2018-05-01,5.2
893,2018-05-01,340.75
894,2018-05-01,31.8
895,2018-05-01,34.76
896,2018-05-01,5.0
897,2018-05-01,115.1
898,2018-05-01,9.0
899,2018-05-01,63.67
900,2018-05-01,262.5
901,2018-05-01,117.25
902,2018-05-01,12.0
903,2018-05-01,12.0
904,2018-05-01,10.0
905,2018-05-01,8.0
906,2018-05-01,52.7
907,2018-05-01,209.0
908,2018-05-01,1.36
909,2018-05-01,147.2
910,2018-05-01,0.0
911,2018-05-01,87.4
912,2018-05-01,0.0
913,2018-05-01,281.6
914,2018-05-01,30.0
915,2018-05-01,14.0
916,2018-05-01,16.0
917,2018-05-01,23.87
918,2018-05-01,17.4
919,2018-05-01,186.36
920,2018-05-01,355.68
921,2018-05-01,31.92
922,2018-05-01,59.22
923,2018-05-01,94.14
924,2018-05-01,83.0
925,2018-05-01,36.24
926,2018-05-01,659.38
927,2018-05-01,61.63
928,2018-05-01,257.3
929,2018-05-01,116.7
930,2018-05-01,43.24
931,2018-05-01,61.69
932,2018-05-01,17.0
933,2018-05-01,59.6
934,2018-05-01,25.0
935,2018-05-01,94.83
936,2018-05-01,81.93
937,2018-05-01,168.41
938,2018-05-01,4.2
939,2018-05-01,12.0
940,2018-05-01,123.59
941,2018-05-01,2127.62
942,2018-05-01,35.0
943,2018-05-01,230.6
944,2018-05-01,30.44
945,2018-05-01,27.82
946,2018-05-01,61.09
947,2018-05-01,101.2
948,2018-05-01,71.0
949,2018-05-01,50.0
950,2018-05-01,103.4
951,2018-05-01,34.5
952,2018-05-01,1.1
953,2018-05-01,190.0
954,2018-05-01,189.7
955,2018-05-01,0.0
956,2018-05-01,12.0
957,2018-05-01,85.59
958,2018-05-01,22.0
959,2018-05-01,55.24
960,2018-05-01,53.0
961,2018-05-01,100.0
962,2018-05-01,91.08
963,2018-05-01,0.0
964,2018-05-01,0.0
965,2018-05-01,61.95
966,2018-05-01,13.0
967,2018-05-01,387.82
968,2018-05-01,12.0
969,2018-05-01,100.5
970,2018-05-01,8.22
971,2018-05-01,519.78
972,2018-05-01,3.01
973,2018-05-01,18.0
974,2018-05-01,122.6
975,2018-05-01,22.85
976,2018-05-01,14.73
977,2018-05-01,16.05
978,2018-05-01,42.23
979,2018-05-01,29.64
980,2018-05-01,32.5
981,2018-05-01,370.5
982,2018-05-01,160.7
983,2018-05-01,49.7
984,2018-05-01,10.0
985,2018-05-01,81.97
986,2018-05-01,24.86
987,2018-05-01,0.0
988,2018-05-01,169.0
989,2018-05-01,357.1
990,2018-05-01,7.8
991,2018-05-01,55.2
992,2018-05-01,258.11
993,2018-05-01,445.99
994,2018-05-01,19.0
995,2018-05-01,6.33
996,2018-05-01,21.65
997,2018-05-01,1237.15
998,2018-05-01,15.0
999,2018-05-01,3.0
1000,2018-05-01,112.0
1001,2018-05-01,12.94
1002,2018-05-01,13.0
1003,2018-05-01,108.0
1004,2018-05-01,57.92
1005,2018-05-01,4.0
1006,2018-05-01,18.0
1007,2018-05-01,122.27
1008,2018-05-01,92.0
1009,2018-05-01,76.68
1010,2018-05-01,107.82
1011,2018-05-01,12.0
1012,2018-05-01,171.26
1013,2018-05-01,79.2
1014,2018-05-01,5.52
1015,2018-05-01,17.0
1016,2018-05-01,122.48
1017,2018-05-01,218.0
1018,2018-05-01,0.0
1019,2018-05-01,0.0
1020,2018-05-01,67.73
1021,2018-05-01,18.0
1022,2018-05-01,5.6
1023,2018-05-01,6.67
1024,2018-05-01,50.61
1025,2018-05-01,130.6
1026,2018-05-01,82.16
1027,2018-05-01,13.0
1028,2018-05-01,219.13
1029,2018-05-01,35.66
1030,2018-05-01,18.0
1031,2018-05-01,83.14
1032,2018-05-01,4.25
1033,2018-05-01,7.9
1034,2018-05-01,62.19
1035,2018-05-01,1.74
1036,2018-05-01,27.8
1037,2018-05-01,11.58
1038,2018-05-01,14.0
1039,2018-05-01,32.4
1040,2018-05-01,81.97
1041,2018-05-01,54.35
1042,2018-05-01,26.84
1043,2018-05-01,74.85
1044,2018-05-01,210.25
1045,2018-05-01,77.17
1046,2018-05-01,0.0
1047,2018-05-01,49.8
1048,2018-05-01,92.5
1049,2018-05-01,12.11
1050,2018-05-01,107.27
1051,2018-05-01,65.2
1052,2018-05-01,6.32
1053,2018-05-01,0.68
1054,2018-05-01,58.21
1055,2018-05-01,3.82
1056,2018-05-01,4.96
1057,2018-05-01,102.53
1058,2018-05-01,0.0
1059,2018-05-01,0.0
1060,2018-05-01,120.47
1061,2018-05-01,280.31
1062,2018-05-01,264.74
1063,2018-05-01,200.84
1064,2018-05-01,337.5
1065,2018-05-01,130.0
1066,2018-05-01,9.0
1067,2018-05-01,50.0
1068,2018-05-01,56.2
